"행정구역","2025년01월_총인구수","2025년01월_세대수","2025년01월_세대당 인구","2025년01월_남자 인구수","2025년01월_여자 인구수","2025년01월_남여 비율","2025년02월_총인구수","2025년02월_세대수","2025년02월_세대당 인구","2025년02월_남자 인구수","2025년02월_여자 인구수","2025년02월_남여 비율","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율","2025년04월_총인구수","2025년04월_세대수","2025년04월_세대당 인구","2025년04월_남자 인구수","2025년04월_여자 인구수","2025년04월_남여 비율","2025년05월_총인구수","2025년05월_세대수","2025년05월_세대당 인구","2025년05월_남자 인구수","2025년05월_여자 인구수","2025년05월_남여 비율","2025년06월_총인구수","2025년06월_세대수","2025년06월_세대당 인구","2025년06월_남자 인구수","2025년06월_여자 인구수","2025년06월_남여 비율","2025년07월_총인구수","2025년07월_세대수","2025년07월_세대당 인구","2025년07월_남자 인구수","2025년07월_여자 인구수","2025년07월_남여 비율"
"인천광역시 옹진군 (2872000000)","19,902","12,301","          1.62","11,285","8,617","          1.31","19,799","12,284","          1.61","11,237","8,562","          1.31","19,796","12,303","          1.61","11,228","8,568","          1.31","19,820","12,344","          1.61","11,260","8,560","          1.32","19,776","12,324","          1.60","11,237","8,539","          1.32","19,736","12,314","          1.60","11,222","8,514","          1.32","19,718","12,302","          1.60","11,214","8,504","          1.32"
"광주광역시  (2900000000)","1,407,097","657,716","          2.14","694,532","712,565","          0.97","1,405,226","658,792","          2.13","693,552","711,674","          0.97","1,402,478","658,426","          2.13","692,193","710,285","          0.97","1,400,827","658,338","          2.13","691,334","709,493","          0.97","1,399,880","658,483","          2.13","690,826","709,054","          0.97","1,399,082","658,642","          2.12","690,429","708,653","          0.97","1,398,538","658,897","          2.12","690,124","708,414","          0.97"
"광주광역시 동구 (2911000000)","105,910","55,184","          1.92","52,047","53,863","          0.97","105,787","55,271","          1.91","51,936","53,851","          0.96","105,482","55,103","          1.91","51,744","53,738","          0.96","105,151","54,935","          1.91","51,541","53,610","          0.96","105,043","54,922","          1.91","51,462","53,581","          0.96","104,868","54,875","          1.91","51,349","53,519","          0.96","104,942","54,992","          1.91","51,411","53,531","          0.96"
"광주광역시 서구 (2914000000)","278,614","132,630","          2.10","136,301","142,313","          0.96","277,847","132,692","          2.09","135,936","141,911","          0.96","277,356","132,669","          2.09","135,681","141,675","          0.96","276,964","132,678","          2.09","135,483","141,481","          0.96","276,651","132,691","          2.08","135,314","141,337","          0.96","276,468","132,718","          2.08","135,208","141,260","          0.96","276,353","132,721","          2.08","135,105","141,248","          0.96"
"광주광역시 남구 (2915500000)","208,004","95,626","          2.18","99,428","108,576","          0.92","208,454","96,026","          2.17","99,630","108,824","          0.92","208,319","96,116","          2.17","99,562","108,757","          0.92","208,299","96,228","          2.16","99,565","108,734","          0.92","208,091","96,198","          2.16","99,439","108,652","          0.92","207,988","96,203","          2.16","99,399","108,589","          0.92","207,943","96,169","          2.16","99,372","108,571","          0.92"
"광주광역시 북구 (2917000000)","423,403","202,339","          2.09","209,308","214,095","          0.98","422,799","202,676","          2.09","208,941","213,858","          0.98","421,871","202,508","          2.08","208,505","213,366","          0.98","421,240","202,334","          2.08","208,189","213,051","          0.98","420,553","202,168","          2.08","207,843","212,710","          0.98","420,188","202,132","          2.08","207,680","212,508","          0.98","419,872","202,154","          2.08","207,495","212,377","          0.98"
"광주광역시 광산구 (2920000000)","391,166","171,937","          2.28","197,448","193,718","          1.02","390,339","172,127","          2.27","197,109","193,230","          1.02","389,450","172,030","          2.26","196,701","192,749","          1.02","389,173","172,163","          2.26","196,556","192,617","          1.02","389,542","172,504","          2.26","196,768","192,774","          1.02","389,570","172,714","          2.26","196,793","192,777","          1.02","389,428","172,861","          2.25","196,741","192,687","          1.02"
"대전광역시  (3000000000)","1,438,974","687,941","          2.09","717,162","721,812","          0.99","1,439,809","690,964","          2.08","717,573","722,236","          0.99","1,439,482","692,001","          2.08","717,532","721,950","          0.99","1,439,393","692,420","          2.08","717,423","721,970","          0.99","1,439,607","693,055","          2.08","717,511","722,096","          0.99","1,439,764","693,571","          2.08","717,456","722,308","          0.99","1,440,682","694,868","          2.07","718,010","722,672","          0.99"
"대전광역시 동구 (3011000000)","219,439","111,384","          1.97","110,469","108,970","          1.01","220,762","112,612","          1.96","111,177","109,585","          1.01","220,580","112,751","          1.96","111,122","109,458","          1.02","220,360","112,706","          1.96","111,001","109,359","          1.02","220,067","112,641","          1.95","110,880","109,187","          1.02","219,570","112,515","          1.95","110,640","108,930","          1.02","219,436","112,601","          1.95","110,564","108,872","          1.02"
"대전광역시 중구 (3014000000)","224,881","108,283","          2.08","110,241","114,640","          0.96","224,116","108,218","          2.07","109,837","114,279","          0.96","223,610","108,160","          2.07","109,605","114,005","          0.96","223,529","108,261","          2.06","109,513","114,016","          0.96","224,869","108,919","          2.06","110,210","114,659","          0.96","225,910","109,384","          2.07","110,707","115,203","          0.96","226,131","109,598","          2.06","110,778","115,353","          0.96"
"대전광역시 서구 (3017000000)","457,758","217,252","          2.11","224,301","233,457","          0.96","458,752","218,482","          2.10","224,759","233,993","          0.96","460,397","219,491","          2.10","225,568","234,829","          0.96","461,087","219,971","          2.10","225,895","235,192","          0.96","461,085","220,197","          2.09","225,897","235,188","          0.96","460,885","220,279","          2.09","225,763","235,122","          0.96","461,910","220,870","          2.09","226,345","235,565","          0.96"
"대전광역시 유성구 (3020000000)","369,111","170,125","          2.17","186,961","182,150","          1.03","368,889","170,688","          2.16","186,876","182,013","          1.03","368,175","170,687","          2.16","186,557","181,618","          1.03","367,982","170,672","          2.16","186,463","181,519","          1.03","367,488","170,543","          2.15","186,169","181,319","          1.03","366,771","170,410","          2.15","185,757","181,014","          1.03","366,514","170,671","          2.15","185,686","180,828","          1.03"
"대전광역시 대덕구 (3023000000)","167,785","80,897","          2.07","85,190","82,595","          1.03","167,290","80,964","          2.07","84,924","82,366","          1.03","166,720","80,912","          2.06","84,680","82,040","          1.03","166,435","80,810","          2.06","84,551","81,884","          1.03","166,098","80,755","          2.06","84,355","81,743","          1.03","166,628","80,983","          2.06","84,589","82,039","          1.03","166,691","81,128","          2.05","84,637","82,054","          1.03"
"울산광역시  (3100000000)","1,097,821","495,677","          2.21","564,893","532,928","          1.06","1,095,778","496,077","          2.21","563,999","531,779","          1.06","1,095,014","496,377","          2.21","563,688","531,326","          1.06","1,094,460","496,578","          2.20","563,471","530,989","          1.06","1,094,027","496,827","          2.20","563,339","530,688","          1.06","1,093,665","497,117","          2.20","563,241","530,424","          1.06","1,093,317","497,463","          2.20","563,050","530,267","          1.06"
"울산광역시 중구 (3111000000)","206,883","94,855","          2.18","104,699","102,184","          1.02","206,398","94,851","          2.18","104,423","101,975","          1.02","206,103","94,797","          2.17","104,270","101,833","          1.02","205,794","94,698","          2.17","104,125","101,669","          1.02","205,424","94,640","          2.17","103,961","101,463","          1.02","205,132","94,560","          2.17","103,817","101,315","          1.02","204,666","94,387","          2.17","103,542","101,124","          1.02"
"울산광역시 남구 (3114000000)","304,922","141,500","          2.15","155,828","149,094","          1.05","304,734","141,784","          2.15","155,774","148,960","          1.05","304,586","141,916","          2.15","155,745","148,841","          1.05","304,513","142,046","          2.14","155,737","148,776","          1.05","304,375","142,081","          2.14","155,687","148,688","          1.05","304,268","142,203","          2.14","155,694","148,574","          1.05","304,239","142,324","          2.14","155,681","148,558","          1.05"
"울산광역시 동구 (3117000000)","150,761","68,126","          2.21","78,671","72,090","          1.09","150,356","68,150","          2.21","78,483","71,873","          1.09","150,168","68,157","          2.20","78,386","71,782","          1.09","150,077","68,174","          2.20","78,299","71,778","          1.09","150,066","68,252","          2.20","78,311","71,755","          1.09","149,976","68,273","          2.20","78,281","71,695","          1.09","149,920","68,309","          2.19","78,263","71,657","          1.09"
"울산광역시 북구 (3120000000)","216,375","89,173","          2.43","112,292","104,083","          1.08","215,862","89,208","          2.42","112,052","103,810","          1.08","215,755","89,292","          2.42","112,038","103,717","          1.08","215,684","89,379","          2.41","112,056","103,628","          1.08","215,699","89,470","          2.41","112,081","103,618","          1.08","215,780","89,616","          2.41","112,148","103,632","          1.08","215,777","89,771","          2.40","112,167","103,610","          1.08"
"울산광역시 울주군 (3171000000)","218,880","102,023","          2.15","113,403","105,477","          1.08","218,428","102,084","          2.14","113,267","105,161","          1.08","218,402","102,215","          2.14","113,249","105,153","          1.08","218,392","102,281","          2.14","113,254","105,138","          1.08","218,463","102,384","          2.13","113,299","105,164","          1.08","218,509","102,465","          2.13","113,301","105,208","          1.08","218,715","102,672","          2.13","113,397","105,318","          1.08"
"세종특별자치시  (3600000000)","390,910","163,404","          2.39","194,470","196,440","          0.99","391,669","164,111","          2.39","194,967","196,702","          0.99","391,812","164,491","          2.38","194,941","196,871","          0.99","391,992","164,710","          2.38","195,101","196,891","          0.99","392,211","164,871","          2.38","195,189","197,022","          0.99","392,223","165,009","          2.38","195,248","196,975","          0.99","392,154","165,004","          2.38","195,253","196,901","          0.99"
"세종특별자치시  (3611000000)","390,910","163,404","          2.39","194,470","196,440","          0.99","391,669","164,111","          2.39","194,967","196,702","          0.99","391,812","164,491","          2.38","194,941","196,871","          0.99","391,992","164,710","          2.38","195,101","196,891","          0.99","392,211","164,871","          2.38","195,189","197,022","          0.99","392,223","165,009","          2.38","195,248","196,975","          0.99","392,154","165,004","          2.38","195,253","196,901","          0.99"
"경기도  (4100000000)","13,699,647","6,062,570","          2.26","6,884,215","6,815,432","          1.01","13,698,657","6,072,106","          2.26","6,883,368","6,815,289","          1.01","13,699,381","6,078,515","          2.25","6,883,349","6,816,032","          1.01","13,702,756","6,084,016","          2.25","6,884,608","6,818,148","          1.01","13,706,488","6,088,535","          2.25","6,886,034","6,820,454","          1.01","13,711,404","6,094,387","          2.25","6,888,166","6,823,238","          1.01","13,715,016","6,099,419","          2.25","6,889,738","6,825,278","          1.01"
"경기도 수원시 (4111000000)","1,192,256","540,621","          2.21","599,280","592,976","          1.01","1,191,500","541,349","          2.20","598,951","592,549","          1.01","1,190,978","541,658","          2.20","598,702","592,276","          1.01","1,190,998","542,152","          2.20","598,607","592,391","          1.01","1,191,227","542,311","          2.20","598,674","592,553","          1.01","1,191,063","542,568","          2.20","598,589","592,474","          1.01","1,190,252","542,331","          2.19","598,236","592,016","          1.01"
"경기도 수원시 장안구 (4111100000)","274,216","122,570","          2.24","137,474","136,742","          1.01","274,041","122,822","          2.23","137,426","136,615","          1.01","273,861","122,887","          2.23","137,378","136,483","          1.01","273,356","122,809","          2.23","137,100","136,256","          1.01","273,033","122,725","          2.22","136,920","136,113","          1.01","272,616","122,627","          2.22","136,680","135,936","          1.01","272,264","122,535","          2.22","136,481","135,783","          1.01"
"경기도 수원시 권선구 (4111300000)","362,591","164,758","          2.20","183,150","179,441","          1.02","362,462","164,998","          2.20","183,073","179,389","          1.02","362,372","165,147","          2.19","183,029","179,343","          1.02","361,929","165,152","          2.19","182,740","179,189","          1.02","361,518","165,079","          2.19","182,503","179,015","          1.02","361,537","165,223","          2.19","182,517","179,020","          1.02","361,496","165,257","          2.19","182,496","179,000","          1.02"
"경기도 수원시 팔달구 (4111500000)","194,389","97,940","          1.98","97,791","96,598","          1.01","194,311","98,094","          1.98","97,779","96,532","          1.01","194,049","98,051","          1.98","97,608","96,441","          1.01","193,792","98,046","          1.98","97,461","96,331","          1.01","193,596","97,968","          1.98","97,382","96,214","          1.01","193,523","98,054","          1.97","97,337","96,186","          1.01","193,290","97,964","          1.97","97,265","96,025","          1.01"
"경기도 수원시 영통구 (4111700000)","361,060","155,353","          2.32","180,865","180,195","          1.00","360,686","155,435","          2.32","180,673","180,013","          1.00","360,696","155,573","          2.32","180,687","180,009","          1.00","361,921","156,145","          2.32","181,306","180,615","          1.00","363,080","156,539","          2.32","181,869","181,211","          1.00","363,387","156,664","          2.32","182,055","181,332","          1.00","363,202","156,575","          2.32","181,994","181,208","          1.00"
"경기도 성남시 (4113000000)","912,708","410,181","          2.23","451,277","461,431","          0.98","911,807","410,324","          2.22","450,823","460,984","          0.98","910,941","410,366","          2.22","450,383","460,558","          0.98","910,260","410,321","          2.22","450,033","460,227","          0.98","909,790","410,300","          2.22","449,797","459,993","          0.98","909,210","410,193","          2.22","449,490","459,720","          0.98","908,464","410,070","          2.22","449,046","459,418","          0.98"
"경기도 성남시 수정구 (4113100000)","234,721","116,771","          2.01","118,612","116,109","          1.02","234,489","116,834","          2.01","118,510","115,979","          1.02","234,302","116,813","          2.01","118,422","115,880","          1.02","234,027","116,724","          2.00","118,288","115,739","          1.02","233,707","116,618","          2.00","118,131","115,576","          1.02","233,521","116,551","          2.00","118,042","115,479","          1.02","233,209","116,495","          2.00","117,897","115,312","          1.02"
"경기도 성남시 중원구 (4113300000)","206,790","100,551","          2.06","104,303","102,487","          1.02","206,412","100,594","          2.05","104,044","102,368","          1.02","206,249","100,649","          2.05","103,948","102,301","          1.02","206,029","100,598","          2.05","103,833","102,196","          1.02","205,922","100,568","          2.05","103,783","102,139","          1.02","205,645","100,477","          2.05","103,625","102,020","          1.02","205,307","100,349","          2.05","103,418","101,889","          1.02"
"경기도 성남시 분당구 (4113500000)","471,197","192,859","          2.44","228,362","242,835","          0.94","470,906","192,896","          2.44","228,269","242,637","          0.94","470,390","192,904","          2.44","228,013","242,377","          0.94","470,204","192,999","          2.44","227,912","242,292","          0.94","470,161","193,114","          2.43","227,883","242,278","          0.94","470,044","193,165","          2.43","227,823","242,221","          0.94","469,948","193,226","          2.43","227,731","242,217","          0.94"
"경기도 의정부시 (4115000000)","461,142","210,392","          2.19","226,410","234,732","          0.96","461,521","210,893","          2.19","226,614","234,907","          0.96","461,590","211,248","          2.19","226,625","234,965","          0.96","461,642","211,382","          2.18","226,659","234,983","          0.96","461,646","211,561","          2.18","226,661","234,985","          0.96","461,706","211,719","          2.18","226,731","234,975","          0.96","461,531","211,756","          2.18","226,622","234,909","          0.96"
"경기도 안양시 (4117000000)","557,962","235,947","          2.36","275,133","282,829","          0.97","559,999","237,194","          2.36","276,141","283,858","          0.97","561,244","237,963","          2.36","276,749","284,495","          0.97","562,366","238,610","          2.36","277,333","285,033","          0.97","563,488","239,150","          2.36","277,902","285,586","          0.97","563,546","239,390","          2.35","277,938","285,608","          0.97","563,679","239,567","          2.35","277,957","285,722","          0.97"
"경기도 안양시 만안구 (4117100000)","230,510","103,270","          2.23","114,894","115,616","          0.99","232,283","104,248","          2.23","115,780","116,503","          0.99","233,570","104,920","          2.23","116,380","117,190","          0.99","233,862","105,129","          2.22","116,552","117,310","          0.99","234,227","105,332","          2.22","116,742","117,485","          0.99","234,273","105,432","          2.22","116,754","117,519","          0.99","234,120","105,414","          2.22","116,631","117,489","          0.99"
"경기도 안양시 동안구 (4117300000)","327,452","132,677","          2.47","160,239","167,213","          0.96","327,716","132,946","          2.47","160,361","167,355","          0.96","327,674","133,043","          2.46","160,369","167,305","          0.96","328,504","133,481","          2.46","160,781","167,723","          0.96","329,261","133,818","          2.46","161,160","168,101","          0.96","329,273","133,958","          2.46","161,184","168,089","          0.96","329,559","134,153","          2.46","161,326","168,233","          0.96"
"경기도 부천시 (4119000000)","769,084","343,393","          2.24","379,519","389,565","          0.97","767,354","343,297","          2.24","378,513","388,841","          0.97","766,320","343,192","          2.23","378,004","388,316","          0.97","765,352","343,086","          2.23","377,470","387,882","          0.97","764,584","342,978","          2.23","377,002","387,582","          0.97","763,599","342,882","          2.23","376,441","387,158","          0.97","763,025","342,814","          2.23","376,143","386,882","          0.97"
